age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,age_group,Years_as_customer,vehicle_age,adjusted_csl,adjusted_deductible,adjusted_annual_premium,adjusted_additional_services,loss_amount,weekday,month,policy_bind_year
29.0,221283,1994-08-23,OH,500/1000,500.0,914.85,0,614867,Male,Associate,Prof-Specialty,Base-Jumping,Other-Relative,72100.0,0,2015-02-12,Parked Car,Unknown,Minor Damage,Police,OH,Columbus,3423 Francis Ave,5,1,No,2,3,No,7110.0,790.0,1580.0,4740.0,Accura,MDX,2005,N,Young Adult,8,19,250/500,1000,1097.82,['roadside assistance'],6195.15,Thursday,February,1994
43.0,961496,1992-01-05,IL,250/500,500.0,1123.84,0,609898,Male,PhD,Prof-Specialty,Kayaking,Other-Relative,48200.0,0,2015-01-23,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,9529 4th Drive,12,3,No,0,0,Yes,36960.0,6720.0,3360.0,26880.0,Chevrolet,Tahoe,2007,N,Adult,23,17,500/1000,1500,1123.84,[],35836.16,Friday,January,1992
39.0,804751,1997-09-11,OH,250/500,2000.0,838.02,0,450702,Female,College,Tech-Support,Movies,Own-Child,0.0,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,1818 Tree St,7,3,Unknown,2,0,Yes,64400.0,6440.0,6440.0,51520.0,Dodge,Neon,1997,N,Adult,15,27,500/1000,1500,838.02,[],63561.98,Friday,February,1997
43.0,369226,2002-02-10,OH,250/500,500.0,1300.68,0,600418,Male,PhD,Adm-Clerical,Sleeping,Unmarried,49000.0,0,2015-01-27,Parked Car,Unknown,Minor Damage,None,NC,Northbend,4431 Rock St,0,1,No,1,3,Yes,1920.0,480.0,0.0,1440.0,Chevrolet,Tahoe,2011,N,Adult,22,13,500/1000,1500,1300.68,[],619.3199999999999,Tuesday,January,2002
22.0,691115,1993-01-28,IN,500/1000,500.0,1173.21,0,431202,Male,JD,Farming-Fishing,Polo,Not-In-Family,0.0,0,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4782 Sky Lane,14,1,Yes,0,1,Yes,86130.0,15660.0,7830.0,62640.0,Suburu,Legacy,2009,Y,Young Adult,3,15,250/500,1000,1407.852,['roadside assistance'],84956.79,Saturday,February,1993
32.0,713172,1996-10-23,IL,250/500,1000.0,985.97,5000000,457793,Female,College,Protective-Serv,Cross-Fit,Other-Relative,0.0,0,2015-02-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,7112 Weaver Ave,13,1,Unknown,2,3,Unknown,82170.0,14940.0,7470.0,59760.0,Chevrolet,Silverado,1995,Y,Adult,11,29,500/1000,1500,985.97,[],81184.03,Sunday,February,1996
41.0,621756,1997-04-21,IN,100/300,1000.0,1129.23,0,470190,Female,College,Farming-Fishing,Camping,Own-Child,17300.0,-60400,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Hillsdale,4020 Best Drive,1,1,Unknown,1,0,Yes,50300.0,10060.0,5030.0,35210.0,Suburu,Legacy,1999,Y,Adult,20,25,500/1000,1500,1129.23,[],49170.77,Monday,February,1997
31.0,615116,2008-11-09,IN,250/500,500.0,1194.83,0,603733,Female,MD,Prof-Specialty,Camping,Husband,28600.0,0,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,2037 5th Drive,23,1,No,0,0,No,44200.0,4420.0,8840.0,30940.0,Suburu,Forrestor,1997,N,Adult,9,27,500/1000,1500,1194.83,[],43005.17,Tuesday,January,2008
43.0,947598,2002-06-20,IN,100/300,1000.0,1114.29,0,465136,Female,High School,Transport-Moving,Polo,Other-Relative,51300.0,0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Northbrook,4699 Texas Ridge,1,1,Unknown,2,2,Yes,66660.0,6060.0,6060.0,54540.0,Toyota,Highlander,2006,N,Adult,18,18,500/1000,1500,1114.29,[],65545.71,Thursday,January,2002
26.0,658002,2005-10-21,OH,250/500,2000.0,1509.04,0,611723,Female,Associate,Prof-Specialty,Bungie-Jumping,Husband,10000.0,0,2015-02-23,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,1832 Elm Hwy,9,1,Yes,2,3,No,78320.0,7120.0,14240.0,56960.0,Saab,92x,2007,N,Young Adult,8,17,250/500,1000,1810.848,['roadside assistance'],76810.96,Monday,February,2005
34.0,374545,2005-08-28,IN,250/500,500.0,664.86,0,608963,Female,PhD,Craft-Repair,Skydiving,Wife,0.0,-60000,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,5226 Maple St,3,1,Unknown,0,1,No,105040.0,16160.0,16160.0,72720.0,Dodge,RAM,1999,N,Adult,12,25,500/1000,1500,664.86,[],104375.14,Wednesday,February,2005
43.0,805806,2013-01-16,IN,250/500,1000.0,1267.4,6000000,454139,Male,JD,Adm-Clerical,Basketball,Husband,0.0,0,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Hillsdale,3771 4th St,0,1,No,2,1,Unknown,50700.0,5070.0,5070.0,40560.0,Accura,RSX,2006,N,Adult,20,18,500/1000,1500,1267.4,[],49432.6,Monday,February,2013
45.0,235097,1992-04-28,IL,100/300,1000.0,1119.23,0,447560,Female,MD,Exec-Managerial,Exercise,Unmarried,51500.0,0,2015-02-18,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Northbend,8701 5th Lane,13,3,No,1,1,No,51210.0,11380.0,5690.0,34140.0,Jeep,Wrangler,2015,N,Adult,24,9,500/1000,1500,1119.23,[],50090.77,Wednesday,February,1992
48.0,290971,2005-10-10,OH,100/300,500.0,1698.51,0,444378,Male,JD,Other-Service,Dancing,Unmarried,0.0,0,2015-02-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Hillsdale,7574 4th St,18,3,No,2,1,Unknown,51840.0,8640.0,8640.0,34560.0,Volkswagen,Jetta,2001,N,Adult,28,23,500/1000,1500,1698.51,[],50141.49,Tuesday,February,2005
33.0,180286,2009-02-08,IL,500/1000,1000.0,1422.78,0,616583,Female,High School,Exec-Managerial,Exercise,Husband,61600.0,0,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,1989 Solo Lane,17,3,Unknown,2,3,Yes,52800.0,5280.0,5280.0,42240.0,Nissan,Pathfinder,2006,N,Adult,13,18,500/1000,1500,1422.78,[],51377.22,Tuesday,January,2009
42.0,662088,2005-03-06,OH,500/1000,500.0,1212.75,0,455913,Female,College,Prof-Specialty,Kayaking,Own-Child,0.0,-51400,2015-01-27,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Springfield,6331 MLK Ave,11,1,Unknown,0,0,Yes,55200.0,9200.0,13800.0,32200.0,Honda,Civic,1998,N,Adult,18,26,500/1000,1500,1212.75,[],53987.25,Tuesday,January,2005
34.0,884365,1994-05-17,IN,100/300,1000.0,1423.34,0,454399,Male,Associate,Sales,Camping,Not-In-Family,55300.0,-37900,2015-01-21,Vehicle Theft,Unknown,Minor Damage,None,WV,Riverwood,8453 Elm St,0,1,Yes,0,3,No,9100.0,1400.0,1400.0,6300.0,Chevrolet,Malibu,2003,N,Adult,16,21,500/1000,1500,1423.34,[],7676.66,Wednesday,January,1994
51.0,178081,1990-07-20,IN,250/500,1000.0,976.37,0,602842,Female,MD,Craft-Repair,Reading,Husband,0.0,-61000,2015-02-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,1422 Flute Ave,14,3,Unknown,1,3,Unknown,67600.0,13520.0,6760.0,47320.0,Suburu,Legacy,2007,N,Senior,32,17,750/1500,2000,781.096,['rental car coverage'],66623.63,Wednesday,February,1990
33.0,507452,2005-04-17,OH,250/500,500.0,1124.59,6000000,459428,Male,College,Adm-Clerical,Golf,Not-In-Family,67300.0,0,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,5058 4th Lane,4,1,No,1,2,No,40800.0,6800.0,6800.0,27200.0,BMW,X5,2004,N,Adult,8,20,500/1000,1500,1124.59,[],39675.41,Thursday,February,2005
50.0,990624,1994-02-10,IN,250/500,1000.0,1569.33,0,613114,Male,PhD,Machine-Op-Inspct,Board-Games,Not-In-Family,79600.0,0,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Springfield,3098 Oak Lane,2,3,No,2,1,Yes,84500.0,13000.0,13000.0,58500.0,Volkswagen,Passat,2011,Y,Senior,30,13,750/1500,2000,1255.464,['rental car coverage'],82930.67,Thursday,January,1994
39.0,892148,1995-03-29,IN,500/1000,500.0,1359.36,5000000,450709,Male,PhD,Exec-Managerial,Hiking,Husband,0.0,-43600,2015-02-08,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Arlington,9103 MLK Lane,9,3,Yes,2,2,Yes,71610.0,13020.0,6510.0,52080.0,Toyota,Highlander,2012,Y,Adult,14,12,500/1000,1500,1359.36,[],70250.64,Sunday,February,1995
55.0,398683,2007-04-30,IN,250/500,500.0,1607.36,0,444626,Male,MD,Sales,Yachting,Own-Child,0.0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,8624 Francis Ave,21,4,Unknown,0,2,No,60600.0,6060.0,12120.0,42420.0,Dodge,RAM,2007,Y,Senior,31,17,750/1500,2000,1285.888,['rental car coverage'],58992.64,Monday,January,2007
41.0,605100,2001-02-15,IL,100/300,500.0,1042.25,0,601206,Male,Masters,Exec-Managerial,Reading,Unmarried,0.0,-44400,2015-02-08,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,2905 Embaracadero Drive,0,3,No,2,3,No,81240.0,6770.0,20310.0,54160.0,Mercedes,C300,2008,Y,Adult,21,16,500/1000,1500,1042.25,[],80197.75,Sunday,February,2001
39.0,143109,2001-07-09,OH,250/500,500.0,1453.95,0,470389,Female,PhD,Armed-Forces,Bungie-Jumping,Not-In-Family,38200.0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Springfield,3443 Maple Ridge,17,3,Yes,0,3,No,29300.0,2930.0,5860.0,20510.0,Audi,A3,2010,N,Adult,21,14,500/1000,1500,1453.95,[],27846.05,Wednesday,January,2001
31.0,230223,2008-09-06,IL,500/1000,500.0,1969.63,0,615218,Female,MD,Sales,Skydiving,Own-Child,0.0,0,2015-02-13,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Northbend,1618 Maple Hwy,21,3,No,1,1,Yes,76450.0,6950.0,13900.0,55600.0,Dodge,RAM,1995,N,Adult,3,29,500/1000,1500,1969.63,[],74480.37,Friday,February,2008
44.0,769602,2004-12-19,IL,100/300,1000.0,1156.19,0,606249,Female,College,Machine-Op-Inspct,Cross-Fit,Husband,49900.0,-62700,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,3751 Tree Hwy,20,3,Yes,0,3,Unknown,49400.0,9880.0,4940.0,34580.0,Jeep,Wrangler,2010,N,Adult,26,14,500/1000,1500,1156.19,[],48243.81,Sunday,February,2004
38.0,420815,2000-11-15,IL,100/300,2000.0,1124.47,0,616161,Female,MD,Tech-Support,Kayaking,Wife,0.0,-45100,2015-02-14,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Northbrook,6848 Elm Hwy,5,1,No,0,1,Unknown,90530.0,16460.0,16460.0,57610.0,Ford,F150,2003,N,Adult,17,21,500/1000,1500,1124.47,[],89405.53,Saturday,February,2000
31.0,973546,2007-03-14,OH,500/1000,500.0,1493.5,5000000,442335,Female,Associate,Priv-House-Serv,Movies,Not-In-Family,39900.0,-44000,2015-01-31,Vehicle Theft,Unknown,Minor Damage,Police,WV,Northbrook,4237 4th St,7,1,No,2,1,No,8030.0,1460.0,730.0,5840.0,Mercedes,E400,1995,N,Adult,6,29,500/1000,1500,1493.5,[],6536.5,Saturday,January,2007
40.0,608039,2004-12-28,IL,100/300,500.0,1155.38,0,604952,Female,PhD,Handlers-Cleaners,Movies,Not-In-Family,34200.0,-32300,2015-01-28,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,6581 Rock Ridge,6,1,No,0,0,Yes,63900.0,6390.0,6390.0,51120.0,Accura,TL,2001,N,Adult,16,23,500/1000,1500,1155.38,[],62744.62,Wednesday,January,2004
55.0,250162,1999-07-05,IL,250/500,500.0,878.19,0,441533,Male,PhD,Machine-Op-Inspct,Golf,Unmarried,57100.0,0,2015-03-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Northbend,7236 Apache Lane,2,4,Yes,0,2,No,38640.0,4830.0,4830.0,28980.0,Chevrolet,Tahoe,1997,N,Senior,33,27,750/1500,2000,702.5520000000001,['rental car coverage'],37761.81,Sunday,March,1999
58.0,786432,1997-11-15,IN,100/300,2000.0,1145.85,0,471784,Male,JD,Sales,Movies,Not-In-Family,0.0,-40000,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3846 4th Hwy,19,3,Unknown,1,1,Yes,41490.0,9220.0,4610.0,27660.0,Mercedes,E400,2004,N,Senior,36,20,750/1500,2000,916.68,['rental car coverage'],40344.15,Saturday,January,1997
35.0,445195,2010-09-27,IN,100/300,500.0,1261.28,0,453265,Female,MD,Protective-Serv,Hiking,Unmarried,68500.0,-42100,2015-02-25,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Springfield,5028 Maple Ridge,21,3,Yes,2,0,Unknown,79090.0,14380.0,7190.0,57520.0,Nissan,Maxima,2012,N,Adult,4,12,500/1000,1500,1261.28,[],77828.72,Wednesday,February,2010
35.0,938634,1993-08-30,IL,100/300,500.0,1427.46,0,444922,Male,High School,Machine-Op-Inspct,Cross-Fit,Wife,0.0,0,2015-01-30,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Springfield,7426 Rock Drive,3,3,Unknown,0,0,Unknown,87900.0,17580.0,8790.0,61530.0,Dodge,Neon,1995,N,Adult,12,29,500/1000,1500,1427.46,[],86472.54,Friday,January,1993
32.0,482495,1998-01-29,IL,500/1000,500.0,1592.41,0,474324,Male,Masters,Prof-Specialty,Yachting,Husband,58900.0,-29100,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Columbus,5771 Best St,22,1,Unknown,2,3,Yes,53400.0,5340.0,5340.0,42720.0,Jeep,Wrangler,1996,N,Adult,7,28,500/1000,1500,1592.41,[],51807.59,Friday,February,1998
36.0,796005,2007-08-18,OH,250/500,1000.0,1274.63,0,441298,Male,College,Machine-Op-Inspct,Basketball,Unmarried,51000.0,0,2015-02-08,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,9818 Cherokee Ave,22,1,Yes,2,3,No,52030.0,9460.0,9460.0,33110.0,Accura,MDX,1995,N,Adult,14,29,500/1000,1500,1274.63,[],50755.37,Sunday,February,2007
60.0,910604,1992-04-14,IN,250/500,500.0,1362.31,0,446606,Male,High School,Prof-Specialty,Bungie-Jumping,Wife,67600.0,-65300,2015-01-13,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,7819 2nd Ave,16,1,No,0,2,No,82060.0,14920.0,7460.0,59680.0,Saab,93,2005,N,Senior,36,19,750/1500,2000,1089.848,['rental car coverage'],80697.69,Tuesday,January,1992
35.0,327488,1993-08-09,OH,250/500,1000.0,919.37,0,459537,Female,Associate,Protective-Serv,Hiking,Not-In-Family,83600.0,0,2015-01-18,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,1331 Elm Ridge,0,1,Unknown,0,3,Unknown,48360.0,8060.0,8060.0,32240.0,Nissan,Maxima,1997,N,Adult,12,27,500/1000,1500,919.37,[],47440.63,Sunday,January,1993
31.0,715202,1991-04-02,OH,250/500,1000.0,1377.23,0,440757,Female,Masters,Armed-Forces,Kayaking,Unmarried,72600.0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Hillsdale,9240 Britain Ave,1,3,Unknown,2,1,Unknown,52290.0,5810.0,11620.0,34860.0,Nissan,Maxima,1997,N,Adult,6,27,500/1000,1500,1377.23,[],50912.77,Sunday,March,1991
57.0,648852,2007-03-15,IL,100/300,1000.0,995.55,5000000,604948,Male,College,Protective-Serv,Paintball,Wife,51500.0,-52100,2015-02-02,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Arlington,6668 Andromedia Ridge,19,3,Yes,0,3,Unknown,68200.0,12400.0,12400.0,43400.0,Jeep,Wrangler,2007,Y,Senior,36,17,750/1500,2000,796.44,['rental car coverage'],67204.45,Monday,February,2007
43.0,516959,2010-05-01,IL,100/300,500.0,1508.12,6000000,433275,Male,PhD,Craft-Repair,Basketball,Wife,0.0,0,2015-01-20,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Columbus,5276 2nd Lane,0,3,Unknown,2,1,No,60750.0,13500.0,6750.0,40500.0,Jeep,Wrangler,2015,Y,Adult,22,9,500/1000,1500,1508.12,[],59241.88,Tuesday,January,2010
30.0,984456,2003-06-24,IN,500/1000,500.0,484.67,0,608309,Female,College,Adm-Clerical,Paintball,Wife,21100.0,-60800,2015-01-24,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,2889 Weaver St,2,3,Unknown,0,2,Yes,65560.0,11920.0,11920.0,41720.0,Volkswagen,Passat,2015,Y,Adult,5,9,500/1000,1500,484.67,[],65075.33,Saturday,January,2003
50.0,801331,1990-07-08,IN,500/1000,1000.0,1561.41,0,462767,Female,High School,Handlers-Cleaners,Basketball,Husband,21200.0,0,2015-01-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1879 4th Lane,5,3,Yes,1,3,No,70290.0,12780.0,12780.0,44730.0,Mercedes,C300,2012,N,Senior,30,12,750/1500,2000,1249.1280000000002,['rental car coverage'],68728.59,Sunday,January,1990
37.0,786103,1994-09-24,OH,100/300,500.0,1457.21,0,471785,Female,JD,Adm-Clerical,Hiking,Own-Child,46300.0,0,2015-01-17,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,5499 Elm Hwy,6,1,Unknown,2,0,Yes,45000.0,5000.0,5000.0,35000.0,Suburu,Forrestor,2003,N,Adult,15,21,500/1000,1500,1457.21,[],43542.79,Saturday,January,1994
39.0,684193,2012-06-20,IL,500/1000,1000.0,1128.71,0,601397,Female,JD,Prof-Specialty,Sleeping,Other-Relative,0.0,-47100,2015-02-04,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,8822 Sky St,21,3,Yes,2,1,Unknown,61800.0,12360.0,6180.0,43260.0,Suburu,Impreza,2007,N,Adult,18,17,500/1000,1500,1128.71,[],60671.29,Wednesday,February,2012
46.0,247505,2006-04-19,IL,100/300,500.0,1358.2,0,477636,Female,MD,Transport-Moving,Movies,Husband,52900.0,0,2015-02-14,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,4254 Best Ridge,11,3,Yes,0,0,No,64570.0,5870.0,11740.0,46960.0,Jeep,Wrangler,2001,N,Adult,21,23,500/1000,1500,1358.2,[],63211.8,Saturday,February,2006
61.0,259792,1999-04-07,IL,100/300,1000.0,1232.79,0,441967,Female,High School,Adm-Clerical,Reading,Unmarried,49900.0,-62100,2015-01-07,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,5812 Weaver Ave,3,1,Yes,2,0,Yes,70500.0,7050.0,14100.0,49350.0,Suburu,Forrestor,2007,N,Senior,37,17,750/1500,2000,986.232,['rental car coverage'],69267.21,Wednesday,January,1999
37.0,185124,2001-12-07,IL,100/300,1000.0,936.19,0,454776,Male,JD,Armed-Forces,Movies,Other-Relative,70600.0,-48500,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,7155 Apache Drive,4,3,Unknown,2,1,Yes,57900.0,17370.0,5790.0,34740.0,Audi,A5,2005,N,Adult,14,19,500/1000,1500,936.19,[],56963.81,Monday,February,2001
46.0,760700,2006-11-25,IL,250/500,500.0,1302.34,0,431532,Female,JD,Prof-Specialty,Video-Games,Own-Child,0.0,-52600,2015-01-12,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,1376 Pine St,2,3,No,1,0,No,57860.0,5260.0,10520.0,42080.0,Volkswagen,Jetta,2011,N,Adult,21,13,500/1000,1500,1302.34,[],56557.66,Monday,January,2006
39.0,362407,1996-12-06,IN,100/300,500.0,1264.99,0,614169,Male,PhD,Transport-Moving,Polo,Husband,67800.0,0,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3340 3rd Hwy,22,1,Unknown,1,1,No,37800.0,8400.0,4200.0,25200.0,Chevrolet,Silverado,1995,N,Adult,17,29,500/1000,1500,1264.99,[],36535.01,Thursday,January,1996
37.0,389525,2012-07-10,OH,500/1000,500.0,1467.76,0,601425,Female,MD,Tech-Support,Hiking,Own-Child,38700.0,-33100,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,3097 4th Drive,8,1,Unknown,1,3,Yes,63300.0,6330.0,6330.0,50640.0,Toyota,Highlander,2000,N,Adult,17,24,500/1000,1500,1467.76,[],61832.24,Sunday,February,2012
33.0,179538,2014-04-07,IN,250/500,2000.0,1124.43,0,477346,Female,College,Farming-Fishing,Paintball,Own-Child,0.0,0,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,1916 Elm St,14,3,Yes,0,1,Yes,44200.0,8840.0,4420.0,30940.0,Saab,93,1995,N,Adult,14,29,500/1000,1500,1124.43,[],43075.57,Friday,January,2014
28.0,265437,2003-10-11,IL,250/500,1000.0,1319.81,0,613587,Male,High School,Machine-Op-Inspct,Yachting,Husband,67200.0,-59400,2015-01-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,8917 Cherokee Lane,14,4,No,1,0,Yes,31680.0,3520.0,3520.0,24640.0,Toyota,Camry,2006,N,Young Adult,5,18,250/500,1000,1583.772,['roadside assistance'],30360.19,Wednesday,January,2003
32.0,266247,2015-01-17,IN,100/300,2000.0,1482.53,0,620358,Female,MD,Tech-Support,Kayaking,Not-In-Family,49100.0,-45100,2015-01-23,Parked Car,Unknown,Trivial Damage,Police,WV,Northbrook,8492 Weaver Hwy,5,1,Yes,1,2,Unknown,100.0,10.0,20.0,70.0,Audi,A3,2002,N,Adult,7,22,500/1000,1500,1482.53,[],-1382.53,Friday,January,2015
61.0,921851,1992-12-07,IN,100/300,1000.0,1328.18,0,617699,Female,High School,Protective-Serv,Bungie-Jumping,Other-Relative,53000.0,0,2015-02-25,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,3753 Francis Lane,18,1,No,2,1,No,56340.0,6260.0,6260.0,43820.0,Volkswagen,Passat,2003,N,Senior,38,21,750/1500,2000,1062.544,['rental car coverage'],55011.82,Wednesday,February,1992
40.0,488724,2004-11-29,IN,100/300,500.0,1463.95,0,430567,Female,JD,Sales,Skydiving,Own-Child,0.0,0,2015-02-11,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,4545 4th Ridge,20,3,Unknown,0,0,Yes,69740.0,6340.0,6340.0,57060.0,Dodge,Neon,2003,N,Adult,19,21,500/1000,1500,1463.95,[],68276.05,Wednesday,February,2004
38.0,192524,2004-01-02,IL,100/300,2000.0,1133.85,0,439870,Male,PhD,Priv-House-Serv,Exercise,Not-In-Family,60200.0,0,2015-01-03,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,2272 Embaracadero Drive,0,3,Yes,2,2,Yes,60480.0,5040.0,15120.0,40320.0,Volkswagen,Jetta,2003,N,Adult,13,21,500/1000,1500,1133.85,[],59346.15,Saturday,January,2004
61.0,338070,2006-01-25,IN,500/1000,1000.0,1037.32,0,438837,Female,High School,Tech-Support,Skydiving,Wife,0.0,-15700,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,5341 5th Ave,1,3,Unknown,2,1,No,80880.0,6740.0,13480.0,60660.0,Nissan,Ultima,2005,N,Senior,37,19,750/1500,2000,829.856,['rental car coverage'],79842.68,Friday,January,2006
61.0,865607,1993-04-18,IN,250/500,1000.0,1562.8,0,458997,Female,Masters,Handlers-Cleaners,Dancing,Not-In-Family,42800.0,-68200,2015-01-18,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,7745 Washington Ridge,10,1,Unknown,1,2,Yes,49390.0,8980.0,4490.0,35920.0,Suburu,Legacy,2009,N,Senior,39,15,750/1500,2000,1250.24,['rental car coverage'],47827.2,Sunday,January,1993
29.0,963285,2006-12-09,IN,100/300,1000.0,1425.79,0,604147,Female,MD,Armed-Forces,Video-Games,Other-Relative,62400.0,-52300,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,1275 4th Ridge,12,1,No,0,3,Unknown,69360.0,11560.0,11560.0,46240.0,Dodge,RAM,2009,N,Young Adult,5,15,250/500,1000,1710.9479999999999,['roadside assistance'],67934.21,Sunday,January,2006
41.0,728491,1997-08-30,OH,500/1000,2000.0,1615.14,0,606638,Female,Associate,Tech-Support,Board-Games,Other-Relative,67100.0,0,2015-01-20,Vehicle Theft,Unknown,Minor Damage,None,NY,Springfield,4857 Weaver St,6,1,No,0,1,Unknown,3740.0,680.0,680.0,2380.0,Chevrolet,Malibu,2011,N,Adult,19,13,500/1000,1500,1615.14,[],2124.8599999999997,Tuesday,January,1997
33.0,553436,1991-06-03,IL,250/500,500.0,1236.5,0,619620,Male,PhD,Other-Service,Bungie-Jumping,Husband,0.0,-48700,2015-02-12,Parked Car,Unknown,Trivial Damage,None,NY,Hillsdale,8211 Sky Hwy,1,1,No,0,1,No,5060.0,460.0,920.0,3680.0,Nissan,Ultima,2003,N,Adult,10,21,500/1000,1500,1236.5,[],3823.5,Thursday,February,1991
48.0,440616,1995-09-06,IL,500/1000,2000.0,1017.97,0,441671,Female,MD,Machine-Op-Inspct,Chess,Wife,59900.0,-34800,2015-02-19,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,8617 Best Ave,21,3,No,0,0,Yes,35860.0,3260.0,6520.0,26080.0,BMW,X5,2005,Y,Adult,27,19,500/1000,1500,1017.97,[],34842.03,Thursday,February,1995
40.0,463237,2000-02-09,IN,100/300,2000.0,1306.0,0,610381,Male,Associate,Machine-Op-Inspct,Cross-Fit,Husband,46100.0,-46900,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,9856 Apache St,3,3,Yes,2,1,Unknown,50050.0,7700.0,3850.0,38500.0,Ford,Fusion,2008,Y,Adult,21,16,500/1000,1500,1306.0,[],48744.0,Saturday,February,2000
27.0,753452,1996-07-23,IL,500/1000,2000.0,1174.14,0,602416,Male,College,Priv-House-Serv,Dancing,Unmarried,50400.0,-61500,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,1951 Best Ave,14,4,Yes,0,0,No,59070.0,10740.0,5370.0,42960.0,Toyota,Camry,2012,N,Young Adult,7,12,250/500,1000,1408.968,['roadside assistance'],57895.86,Monday,February,1996
